datesin,datecos,storage1,storage2,rainfall,rainfall1,rfquart,rfhalf,swc_pc_s,high_prec_freq,low_prec_dur,Inception_use_WR,run_mm_syr,ele_mt_smx,Inception_use_P,Inception_use_Irr,Inception_use_FC,Capacity,Catchment_area
-0.4999999999999997,-0.8660254037844388,99.0,94.0,158.56976,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,132.8076976,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,112.9134447,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,112.6137405,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,133.8310142,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,95.37349566,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,210.8762215,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,102.3441845,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,128.019003,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,90.41750033,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,73.22005808,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,46.15909772,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,125.2863575,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,109.8633257,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,284.6337775,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,115.9309052,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,70.92253161,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,130.1371173,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,114.4446657,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,116.4400117,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,185.4884076,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,95.8219954,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,141.5424431,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,100.3775074,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,99.24388374,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,64.40673296,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,151.8400889,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,125.7304259,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
